#iconf charge icharge
101 0.9508342311087304 NA
102 -2.908778254668436 NA
103 0.9653067772581692 NA
104 2.189520053210776 NA
105 -1.042637578522393 NA
106 1.553835819803702 NA
107 0.4677262852510472 NA
108 0.6574745771755439 NA
109 1.417294526621489 NA
110 0.251800315993544 NA
111 0.2191361538726705 NA
112 1.865844667924144 NA
113 -2.81235635346893 NA
114 0.7570292001262364 NA
115 -2.564733010682295 NA
116 1.900920654915049 NA
117 -1.570384267232234 NA
118 1.32648656472367 NA
119 -2.255620858822692 NA
120 1.43163235375352 NA
121 0.6546235293153657 NA
122 -0.1476221928929935 NA
123 -1.625453661327042 NA
124 -0.639480005389311 NA
125 2.366248444721611 NA
126 -4.833366222408233 NA
127 4.349409513885877 NA
128 1.554004039203337 NA
129 -3.599100389673498 NA
130 0.6564322674569752 NA
131 1.427707386337228 NA
132 0.5738594626758561 NA
133 1.95482847166462 NA
134 0.6809963162629289 NA
135 -1.304830991552076 NA
136 -0.3328968397195733 NA
137 1.417269833671425 NA
138 -2.755764545665198 NA
139 -0.3502340213586184 NA
140 -0.118221083205584 NA
141 -3.465984609384643 NA
142 3.726671995974937 NA
143 0.2712935059125013 NA
144 -1.384514727554353 NA
145 0.1125098091915802 NA
146 2.014491374276728 NA
147 4.242163179087118 NA
148 -0.424902514433292 NA
149 -2.32388500156748 NA
150 1.919577811234916 NA
151 4.524772101150097 NA
152 -0.8524627689535339 NA
153 3.910183544009557 NA
154 4.50032179986268 NA
155 -0.6750703290376042 NA
156 -2.774253775934111 NA
157 -0.6742887907218101 NA
158 1.045874679361287 NA
159 -2.039565132250543 NA
160 1.995433657947336 NA
161 -0.2112963654962172 NA
162 -0.4075129064969193 NA
163 1.814335652593701 NA
164 -2.362195653335251 NA
165 -1.023890113765167 NA
166 -1.537955543262209 NA
167 0.5052771656769504 NA
168 1.261456562567653 NA
169 1.353135884689785 NA
170 0.03112025545169837 NA
171 2.808140017239682 NA
172 1.772226075055145 NA
173 -5.377644980462332 NA
174 0.7806015649920651 NA
175 5.052824490965023 NA
176 -2.4059885435596 NA
177 0.4759533516874055 NA
178 -2.26601573847886 NA
179 -2.007494706963756 NA
180 2.982315377710697 NA
181 1.298110634313054 NA
182 -3.322838141841443 NA
183 1.150632648455911 NA
184 4.365758865440839 NA
185 -1.225028677879571 NA
186 -0.4251487522313337 NA
187 1.115763085318839 NA
188 3.205457469939411 NA
189 -1.850461272645551 NA
190 -0.5992396831953573 NA
191 1.911209349001945 NA
192 -1.916968355555653 NA
193 -1.008038551593818 NA
194 0.5536198081414511 NA
195 2.070280456870718 NA
196 1.762393491157259 NA
197 -0.3307324974182178 NA
198 -1.532067840969978 NA
199 0.6996568088499687 NA
200 -1.152829594765395 NA
201 -0.5845167756794353 NA
202 0.9312790621224956 NA
203 3.175991869083737 NA
204 -4.126484789839234 NA
205 -0.2804199782917866 NA
206 -2.171955285500217 NA
207 2.069946648846018 NA
208 1.384007957410246 NA
209 0.6622121008901517 NA
210 -0.5397787149400889 NA
211 1.783947624198463 NA
212 1.565406996990056 NA
213 0.2223154523318864 NA
214 1.23912074254921 NA
215 2.753884340909639 NA
216 -1.537276477612679 NA
217 -3.233069711943865 NA
218 0.3409345851577735 NA
219 1.00221637511531 NA
220 0.127526350075435 NA
221 -2.037004898486342 NA
222 1.659989080653214 NA
223 -0.0403256978577828 NA
224 2.648421802795471 NA
225 1.664837386051992 NA
226 -0.9586013014106116 NA
227 -2.653052403473465 NA
228 -0.5666271737257037 NA
229 -0.03170325521800133 NA
230 1.123685107999188 NA
231 -0.3274608836545558 NA
232 3.594595878023927 NA
233 2.004630612624092 NA
234 -3.148199333654015 NA
235 -2.49876669314941 NA
236 -5.911840861388304 NA
237 -1.728810047133984 NA
238 4.260844413352629 NA
239 -0.6804858839824938 NA
240 2.230275742290487 NA
241 4.244464810197837 NA
242 0.0003793702126536365 NA
243 -1.277600231885945 NA
244 -0.2280195415594925 NA
245 0.8292845584979057 NA
246 0.09988152700307223 NA
247 -3.632885751807362 NA
248 -0.9736817265103898 NA
249 0.1230188272547054 NA
250 0.7988673766649211 NA
251 1.854521839895241 NA
252 5.218067996368502 NA
253 -3.070533222495631 NA
254 2.814301572929969 NA
255 1.3978678915789 NA
256 0.9565676749801888 NA
257 -2.599370374459332 NA
258 -0.467967075849018 NA
259 -3.350220036404328 NA
260 1.233244203792888 NA
261 0.01524048095416974 NA
262 0.983370711425501 NA
263 0.3564926918065761 NA
264 0.1278691287684133 NA
265 2.791099866711324 NA
266 1.859105546729662 NA
267 -1.16598891601074 NA
268 2.000388625492208 NA
269 -2.03241476039887 NA
270 -2.77116655966004 NA
271 -0.2053903104688834 NA
272 -0.5123266636980827 NA
273 -4.486641324984554 NA
274 -2.353942621968961 NA
275 -0.5637158381022821 NA
276 2.596812281614583 NA
277 3.056683968918823 NA
278 1.080931354530757 NA
279 -0.8993039820916094 NA
280 -2.120771402312926 NA
281 -6.549402795205423 NA
282 -0.8274967290735973 NA
283 1.080085605071213 NA
284 -2.230146200048999 NA
285 -0.683277449509565 NA
286 -1.128554378366171 NA
287 1.940710433738407 NA
288 3.550769452650005 NA
289 0.8620528894612411 NA
290 -3.192996338966117 NA
291 2.196690024054651 NA
292 -1.469757756066108 NA
293 3.795130985599463 NA
294 -1.983234888276706 NA
295 -4.743782955954836 NA
296 -4.013086090631395 NA
297 -2.991921597438159 NA
298 -0.04512517284231603 NA
299 1.395123068551076 NA
300 1.63167129904529 NA
