PLAQ:	2.4910353084048209	2.4894794191825569
PLAQ:	2.2286338324798152	2.2279917165099881
PLAQ:	2.0481663444214639	2.0485589900267889
PLAQ:	1.9223045892568014	1.9217538708338349
PLAQ:	1.8359979310338197	1.8342708623087169
PLAQ:	1.7749478115271746	1.7747409927897395
PLAQ:	1.7332629492499552	1.7323717776999761
PLAQ:	1.7050432093451420	1.7052095260052607
PLAQ:	1.6870025919687357	1.6877088978217198
PLAQ:	1.6751511650293429	1.6758992038619427
PLAQ:	1.6660029717399656	1.6671783460393836
PLAQ:	1.6598554067755151	1.6610039998880251
PLAQ:	1.6552091522406733	1.6544215755340399
PLAQ:	1.6529555293366938	1.6541543766887894
PLAQ:	1.6516935088416027	1.6533543171099172
PLAQ:	1.6490202736567972	1.6515103847065857
PLAQ:	1.6476317007821961	1.6476677453759867
PLAQ:	1.6477723308300039	1.6444280477660957
PLAQ:	1.6442274270541473	1.6447984682279355
PLAQ:	1.6426674727490715	1.6459532967986144
PLAQ:	1.6446301782407762	1.6445959933112662
PLAQ:	1.6425594517726327	1.6432037924495149
PLAQ:	1.6417763115508472	1.6420830323481483
PLAQ:	1.6421008143481373	1.6424474033056906
PLAQ:	1.6418382302028871	1.6433581336421890
PLAQ:	1.6410741159406983	1.6418777431782019
PLAQ:	1.6413590631955370	1.6416944630559103
PLAQ:	1.6413716754546261	1.6417012586487107
PLAQ:	1.6404636511376882	1.6411889946393572
PLAQ:	1.6414074155066263	1.6409675425944330
PLAQ:	1.6411131238749956	1.6398928552376653
PLAQ:	1.6412678927490560	1.6384828728344774
PLAQ:	1.6411465448669167	1.6393164449861821
PLAQ:	1.6405012539013235	1.6386935612046767
PLAQ:	1.6400030204534943	1.6402842582230281
PLAQ:	1.6407679406779316	1.6395679321704109
PLAQ:	1.6409074243350534	1.6412973777154150
PLAQ:	1.6390751635895171	1.6400217584409009
PLAQ:	1.6362369016877054	1.6385145654462789
PLAQ:	1.6387420517000846	1.6398973027970818
PLAQ:	1.6382418681511985	1.6393255386500822
PLAQ:	1.6390236541362631	1.6399416595756489
PLAQ:	1.6393395788589558	1.6389413063421845
PLAQ:	1.6385441597022918	1.6387693118681401
PLAQ:	1.6381117451982956	1.6396963312337469
PLAQ:	1.6391936578446733	1.6394725371930869
PLAQ:	1.6387390999171085	1.6389686777240311
PLAQ:	1.6385334036837955	1.6376447479021550
PLAQ:	1.6385213525352091	1.6404297259224379
PLAQ:	1.6363117664766875	1.6379337333738624
PLAQ:	1.6355917640821429	1.6371121715079269
PLAQ:	1.6365065400882306	1.6365327629756272
