PBP: mass 1.400000e-02     1.161745e-02  1.079041e-02  2.694338e-03  2.694328e-03 ( 1 of 1 )
PBP: mass 7.000000e-02     5.686087e-02  5.183915e-02  -2.076692e-03  -2.076624e-03 ( 1 of 1 )
PBP: mass 1.400000e-02     1.117941e-02  1.209675e-02  -5.040645e-04  -5.041471e-04 ( 1 of 1 )
PBP: mass 7.000000e-02     5.566981e-02  5.675702e-02  -8.821182e-04  -8.820923e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     1.144666e-02  1.257065e-02  8.019590e-04  8.019486e-04 ( 1 of 1 )
PBP: mass 7.000000e-02     5.696569e-02  5.882417e-02  -1.444726e-03  -1.444742e-03 ( 1 of 1 )
PBP: mass 1.400000e-02     1.331191e-02  1.115033e-02  6.777734e-04  6.777712e-04 ( 1 of 1 )
PBP: mass 7.000000e-02     5.884543e-02  5.945853e-02  -7.961849e-04  -7.961801e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     1.277769e-02  1.268900e-02  -1.802800e-04  -1.803871e-04 ( 1 of 1 )
PBP: mass 7.000000e-02     6.466736e-02  5.778936e-02  -6.547805e-04  -6.547719e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     1.465392e-02  1.154009e-02  -1.252228e-03  -1.252034e-03 ( 1 of 1 )
PBP: mass 7.000000e-02     6.112555e-02  6.484719e-02  4.834809e-03  4.834814e-03 ( 1 of 1 )
PBP: mass 1.400000e-02     1.050500e-02  1.751288e-02  -4.875290e-03  -4.875277e-03 ( 1 of 1 )
PBP: mass 7.000000e-02     6.386454e-02  6.551578e-02  6.140102e-04  6.139918e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     1.546123e-02  1.353119e-02  2.336413e-03  2.336061e-03 ( 1 of 1 )
PBP: mass 7.000000e-02     6.509622e-02  6.919571e-02  -2.309850e-03  -2.309846e-03 ( 1 of 1 )
PBP: mass 1.400000e-02     1.408780e-02  1.557130e-02  3.274898e-03  3.274923e-03 ( 1 of 1 )
PBP: mass 7.000000e-02     6.750286e-02  6.745661e-02  -3.711950e-04  -3.712042e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     1.676743e-02  1.447778e-02  2.213047e-03  2.213176e-03 ( 1 of 1 )
PBP: mass 7.000000e-02     7.018700e-02  6.929114e-02  5.173622e-05  5.175559e-05 ( 1 of 1 )
PBP: mass 1.400000e-02     1.463707e-02  1.747122e-02  -5.870336e-04  -5.870184e-04 ( 1 of 1 )
PBP: mass 7.000000e-02     7.051545e-02  7.048134e-02  -2.909562e-04  -2.909446e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     1.531864e-02  1.873100e-02  6.682279e-04  6.682990e-04 ( 1 of 1 )
PBP: mass 7.000000e-02     7.321983e-02  7.034773e-02  6.266286e-04  6.266205e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     1.865031e-02  1.853064e-02  -3.620815e-04  -3.619423e-04 ( 1 of 1 )
PBP: mass 7.000000e-02     7.244681e-02  7.457756e-02  6.450917e-04  6.450946e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     1.738019e-02  1.815102e-02  1.701590e-03  1.701629e-03 ( 1 of 1 )
PBP: mass 7.000000e-02     7.188349e-02  7.641363e-02  6.591881e-04  6.591913e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     1.864779e-02  1.999565e-02  -1.445444e-04  -1.445547e-04 ( 1 of 1 )
PBP: mass 7.000000e-02     7.700705e-02  7.252472e-02  3.442629e-03  3.442589e-03 ( 1 of 1 )
PBP: mass 1.400000e-02     2.107486e-02  1.870290e-02  -2.215310e-03  -2.215073e-03 ( 1 of 1 )
PBP: mass 7.000000e-02     7.506782e-02  7.695357e-02  3.591554e-04  3.591631e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     2.184793e-02  2.147035e-02  3.873737e-03  3.873773e-03 ( 1 of 1 )
PBP: mass 7.000000e-02     7.635920e-02  7.525550e-02  1.187665e-03  1.187659e-03 ( 1 of 1 )
PBP: mass 1.400000e-02     2.371329e-02  2.366022e-02  5.412492e-04  5.413473e-04 ( 1 of 1 )
PBP: mass 7.000000e-02     7.634580e-02  7.719132e-02  1.227295e-03  1.227330e-03 ( 1 of 1 )
PBP: mass 1.400000e-02     2.689396e-02  1.874083e-02  1.982738e-03  1.982901e-03 ( 1 of 1 )
PBP: mass 7.000000e-02     8.097565e-02  7.573980e-02  -5.462049e-04  -5.462074e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     1.986984e-02  2.311809e-02  -1.387118e-03  -1.387373e-03 ( 1 of 1 )
PBP: mass 7.000000e-02     7.460728e-02  8.228197e-02  1.488643e-03  1.488651e-03 ( 1 of 1 )
PBP: mass 1.400000e-02     2.454967e-02  2.494268e-02  1.502686e-03  1.502438e-03 ( 1 of 1 )
PBP: mass 7.000000e-02     8.356015e-02  7.906211e-02  3.992912e-03  3.992915e-03 ( 1 of 1 )
