#iconf charge icharge
101 2.443592570046763 2.551073744216961
102 -1.708120105191069 -1.737899695396358
103 4.150317646514964 4.635856512984436
104 -1.037140111943475 -1.320760336104421
105 -0.9294267285415697 -1.100089528447312
106 -2.288824711605159 -2.859507593809827
107 17.33346629050463 18.71141144607653
108 12.26893876986178 12.97158508460302
109 11.07343403122022 12.24194580695148
110 -1.542928848908128 -1.575343531644431
111 -10.4729564825374 -11.47189359954308
112 -10.68959199131844 -11.33159820983988
113 -4.00044563902699 -4.447141619427605
114 -5.889846333934193 -5.960932377006141
115 -2.907948839754474 -2.763391996088701
116 1.245775454472295 1.381196378062029
117 -1.85777290092218 -2.197827978074091
118 11.73635657132144 12.44583876679584
119 -3.348179876787782 -3.799815789352998
120 9.494689545854055 10.20963574217241
121 -2.122246658165993 -2.357479632093211
122 4.128655791616429 4.671782099364986
123 -1.841668013895385 -2.224899628359884
124 6.835061451818255 7.177733461978229
125 9.263871044813433 10.06704587012164
126 -1.681528292614257 -1.692650296108158
127 3.743190595506348 3.982460368681495
128 1.927645916132553 1.986621056628961
129 11.2250370104755 12.01741831161168
130 3.546959555632407 3.720827471132828
131 -2.296114572812041 -2.560051343489362
132 -10.64617574110355 -11.66184293093076
133 2.687353374681863 2.719979290455211
134 -3.826012102696253 -3.914887341493622
135 -0.9561096578242848 -0.8640335466667746
136 1.01740304536232 1.121557779420722
137 -7.496737485735049 -8.139266805857712
138 -11.99259877944823 -13.11447883063193
139 0.2720590856657356 0.3388351210423722
140 2.513818488727932 2.735773295771493
141 -12.31053523056264 -13.17311769335984
142 -6.303848576474925 -6.703829468785959
143 -9.024424226296825 -10.01501484922953
144 4.818734612830421 5.363554765643671
145 5.484874652605849 5.77403623158422
146 1.508554248105703 1.666372244671609
147 -10.31489323256817 -11.24562319360362
148 -3.281758058804153 -3.83238095258206
149 6.855196088736858 7.631458780371182
150 0.1653291376998733 0.3042467500605269
151 -11.05714218815453 -12.13731273085685
152 -2.793601781159948 -2.713508045605387
153 2.653026155775433 2.922766703237794
154 1.689118303199098 1.429914077016409
155 5.791099038580108 5.965766684817324
156 12.19712375107854 12.84231071694799
157 7.649840947796986 8.269698995396286
158 17.95030448919187 19.22982994296552
159 8.237988284856973 8.672451487595586
160 5.535834301394019 5.819531335962633
161 5.474282933630937 5.874985737149027
162 -0.1897363866102159 -0.1424205696550827
163 2.385349491175409 2.843270350103268
164 11.70549197482982 12.85126784153194
165 6.782383486474705 7.292975544827136
166 -2.950317544126175 -3.270188426072487
167 3.821041352856451 4.275406216752923
168 -7.135055381991158 -8.06515340340154
169 -1.699246490553687 -1.834990566014823
170 7.222965238103638 8.277823834321001
171 5.004941355985245 5.511465955550626
172 8.082475650762145 8.907394595517317
173 0.3091910592809484 0.3591639732704839
174 3.28893670948872 3.275301180214651
175 -1.955460533779227 -2.218145794546518
176 5.717878513115942 6.499601948342841
177 2.604270468374593 3.033397881344111
178 3.166287872423761 3.259176461186424
179 2.099730721659169 2.203172087436839
180 -2.264622169501806 -2.845565982735203
181 0.4257923477534146 0.316463936141454
182 5.457962785251551 6.073428568528277
183 4.161711450591525 4.528815348973691
184 0.4913896539459122 0.80724834236025
185 -5.541080129571661 -6.262755882500335
186 -0.2399660785185248 -0.3493638428584529
187 7.862316256827205 8.310031902351605
188 2.906248001430846 2.939794387808165
