#bt bs plaq_ss dplaq_ss plaq_st dplaq_st
50 0.7 0.77344348334589 0.00024410368001580166 2.7158023617116243 1.916267749158502e-05
50 0.8 0.9297827510744562 0.0003473956085754229 2.7188073333444587 2.0911308262427527e-05
50 0.9 1.078983134959727 0.0003222685162109148 2.7216396475356177 2.1357704089757582e-05
50 1.0 1.20891493537046 0.0001970860291307071 2.724194968074047 1.7145372490675528e-05
50 1.1 1.3162930313163088 0.00021117919074251082 2.7264981617164294 1.602721105799549e-05
50 1.2 1.4050814442363706 0.00020440736209793688 2.7285311750905943 1.7917263266442244e-05
50 1.3 1.4810448727566061 0.0001932554639960212 2.7304402501938703 1.9049245406421496e-05
50 1.4 1.5464228613195878 0.00021973335552413208 2.732233157304347 1.682569650096702e-05
