PBP: mass 1.400000e-02     5.167411e-03  4.477564e-03  4.049472e-05  4.047677e-05 ( 1 of 1 )
PBP: mass 1.400000e-02     4.811969e-03  5.211541e-03  4.901319e-04  4.902948e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     4.946742e-03  5.516291e-03  2.122772e-04  2.122157e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     5.438958e-03  5.226972e-03  -9.515998e-04  -9.515474e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     5.745053e-03  5.105561e-03  -4.604841e-04  -4.607196e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     4.108411e-03  7.218459e-03  8.847340e-04  8.847367e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     4.722964e-03  6.864965e-03  -6.661012e-04  -6.660745e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     5.103170e-03  6.351797e-03  6.023648e-05  6.034311e-05 ( 1 of 1 )
PBP: mass 1.400000e-02     6.723606e-03  5.282331e-03  -5.632300e-05  -5.661134e-05 ( 1 of 1 )
PBP: mass 1.400000e-02     6.598639e-03  5.294108e-03  6.988482e-04  6.987416e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     6.666482e-03  5.540467e-03  -3.638211e-04  -3.638249e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     5.956607e-03  6.596854e-03  -1.866940e-04  -1.866258e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     6.163340e-03  6.347954e-03  -1.061041e-04  -1.061093e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     5.650812e-03  7.162164e-03  6.874287e-05  6.867535e-05 ( 1 of 1 )
PBP: mass 1.400000e-02     7.677704e-03  5.554092e-03  -9.398961e-04  -9.398420e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     6.973204e-03  6.123805e-03  9.869097e-05  9.867090e-05 ( 1 of 1 )
PBP: mass 1.400000e-02     7.019935e-03  6.185275e-03  -5.811611e-04  -5.809603e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     6.651054e-03  7.241111e-03  -9.345402e-04  -9.349198e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     5.979293e-03  7.317518e-03  1.780125e-04  1.779204e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     6.766615e-03  6.408007e-03  6.060930e-05  6.067945e-05 ( 1 of 1 )
PBP: mass 1.400000e-02     6.921850e-03  6.528668e-03  5.097132e-04  5.096565e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     7.880218e-03  5.615251e-03  -4.527397e-04  -4.527996e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     7.209931e-03  6.360301e-03  -2.789920e-04  -2.788823e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     7.503465e-03  6.545824e-03  -3.403074e-04  -3.403916e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     7.006801e-03  7.341376e-03  7.615140e-04  7.615671e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     6.706520e-03  7.154073e-03  8.232103e-04  8.232755e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     8.473169e-03  6.451361e-03  1.968445e-04  1.969284e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     8.578236e-03  6.413497e-03  -4.533399e-05  -4.553572e-05 ( 1 of 1 )
PBP: mass 1.400000e-02     6.434904e-03  8.001239e-03  1.215334e-03  1.215207e-03 ( 1 of 1 )
PBP: mass 1.400000e-02     7.273711e-03  8.382338e-03  5.808055e-04  5.812953e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     6.992947e-03  8.619749e-03  -1.005656e-03  -1.005510e-03 ( 1 of 1 )
PBP: mass 1.400000e-02     6.801592e-03  7.799448e-03  2.675461e-04  2.676983e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     7.630111e-03  7.258375e-03  5.463101e-04  5.464546e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     7.023884e-03  7.808211e-03  1.223829e-03  1.223442e-03 ( 1 of 1 )
PBP: mass 1.400000e-02     7.366977e-03  7.898218e-03  8.782686e-04  8.781839e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     7.924129e-03  7.362542e-03  5.951193e-05  5.925170e-05 ( 1 of 1 )
PBP: mass 1.400000e-02     7.620909e-03  8.081014e-03  -6.204028e-04  -6.208108e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     8.187221e-03  7.138773e-03  1.901732e-04  1.909231e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     7.914253e-03  8.178844e-03  -5.652833e-04  -5.654316e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     9.144010e-03  7.042436e-03  -2.499056e-05  -2.490832e-05 ( 1 of 1 )
PBP: mass 1.400000e-02     7.988991e-03  8.218959e-03  -1.350186e-03  -1.350803e-03 ( 1 of 1 )
PBP: mass 1.400000e-02     7.138098e-03  8.810616e-03  7.205338e-05  7.198808e-05 ( 1 of 1 )
PBP: mass 1.400000e-02     8.571267e-03  7.587043e-03  -1.062464e-05  -1.057076e-05 ( 1 of 1 )
PBP: mass 1.400000e-02     8.561282e-03  8.292075e-03  -3.074062e-04  -3.073041e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     9.309564e-03  7.887104e-03  1.090189e-03  1.090139e-03 ( 1 of 1 )
PBP: mass 1.400000e-02     9.340115e-03  7.053543e-03  1.945760e-04  1.945478e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     9.969763e-03  7.089902e-03  6.571361e-04  6.572783e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     7.056226e-03  9.852721e-03  1.208068e-04  1.208480e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     8.365812e-03  8.528789e-03  -2.214450e-05  -2.214276e-05 ( 1 of 1 )
PBP: mass 1.400000e-02     8.810469e-03  8.149176e-03  -8.764349e-04  -8.763336e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     8.323496e-03  8.619075e-03  -6.091745e-04  -6.091679e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     8.477805e-03  9.240482e-03  -1.907564e-04  -1.906651e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     8.930570e-03  8.666903e-03  7.101258e-04  7.102603e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     9.710373e-03  8.353195e-03  4.926895e-04  4.925549e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     9.211080e-03  7.673636e-03  -4.515317e-04  -4.517049e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     8.839300e-03  9.449249e-03  3.490655e-04  3.490344e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     8.522085e-03  9.940660e-03  -7.168074e-04  -7.167512e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     8.416972e-03  8.356145e-03  9.479803e-04  9.477980e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     8.850819e-03  8.124192e-03  5.897366e-04  5.897592e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     9.160098e-03  9.649670e-03  -1.130888e-03  -1.130846e-03 ( 1 of 1 )
PBP: mass 1.400000e-02     9.177285e-03  8.539375e-03  -6.360052e-04  -6.357812e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     8.874094e-03  9.683555e-03  9.426636e-05  9.429482e-05 ( 1 of 1 )
PBP: mass 1.400000e-02     8.905865e-03  9.515552e-03  -5.887210e-04  -5.887269e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     8.320478e-03  1.108389e-02  3.849258e-04  3.849118e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     9.906982e-03  9.741574e-03  1.300449e-03  1.300529e-03 ( 1 of 1 )
PBP: mass 1.400000e-02     1.078674e-02  8.865106e-03  -5.614982e-04  -5.613256e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     1.053864e-02  9.462780e-03  6.668617e-04  6.667844e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     1.131433e-02  7.858977e-03  7.999951e-04  8.000796e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     9.657030e-03  9.245614e-03  9.715919e-04  9.715126e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     9.034728e-03  1.014645e-02  -5.720259e-04  -5.721137e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     1.223415e-02  7.311939e-03  1.824649e-04  1.824902e-04 ( 1 of 1 )
PBP: mass 1.400000e-02     1.077892e-02  8.073938e-03  1.078097e-03  1.078052e-03 ( 1 of 1 )
PBP: mass 1.400000e-02     9.909568e-03  1.002309e-02  -8.407214e-04  -8.406779e-04 ( 1 of 1 )
