#iconf charge icharge
101 0.5654398027808898 1.164755182827921
102 -4.759118681970369 -7.723015218844452
103 -4.492559522123034 -6.919484909586043
104 1.00894465901373 1.445197961529884
105 0.9554547586620529 1.390001699325222
106 0.492299887426909 1.149634347238647
107 7.198323593779055 11.88964730878071
108 -2.283264741920394 -3.276301794517055
109 3.170283399311105 4.734472813314357
110 -2.413189265177062 -2.603411946378953
111 -4.582728452949871 -6.112348029523294
112 -0.3474992433366988 -1.403295814378494
113 -1.022558685026024 -0.6401258389840746
114 0.9141555704818692 2.73282215310347
115 -1.89122589100906 -2.297118731192619
116 -1.096549969737802 -2.469694313109805
117 5.450373615476427 8.466426949552604
118 0.1710396646113164 -0.6841054889168804
119 -2.491502026884381 -4.376412081470924
120 -7.086817536814614 -9.934396809211385
121 -9.148763772146472 -14.35399002273234
122 9.380029657981094 14.91680798861851
123 -2.738017703763437 -3.205790623053022
124 -4.480593190078163 -6.419554828217875
125 -1.767058932701256 -2.575226875890443
126 -2.953630395746941 -5.618921988814624
127 -6.088059794764733 -8.360164383405857
128 4.951702362772065 6.363436319725909
129 0.8413584924444464 2.157720178954868
130 -0.5579897019710762 0.1777470541504183
131 -0.5012277321704808 -1.585388850845208
132 -1.728297842820934 -2.543805852887534
133 -1.065661358822361 -1.523503789818298
134 -2.222800436416515 -3.269048107808596
135 -4.881594620218569 -8.453730440793162
136 3.150914231961184 3.861958667652843
137 -6.627287140280236 -11.09496395428016
138 -10.94809419898318 -15.43126322345636
139 2.924132481216007 5.152034739647421
140 2.538162282996938 3.715148774334085
141 1.292903575139603 1.716241857541964
142 -3.102718170185165 -5.295924724259939
143 -3.502190688239903 -6.188434215570433
144 -7.502561059802632 -12.71209896557394
145 -3.435741682943429 -4.778642154976445
146 -0.473409530536117 0.1141625068530056
147 -2.43486436963159 -3.95421374313355
148 -6.881387987436884 -9.216473947204554
149 -7.813266830106805 -11.1391599908704
150 8.347853366783148 11.89092525924125
151 0.6548579412392347 1.803247839453701
152 -4.308432122640707 -8.192119303567036
153 -2.552556345378085 -4.822265555898923
154 -0.7380891583350914 -1.009039843800142
155 8.975772400869522 14.66113914007705
156 -1.147108961582284 -2.287191693632346
157 7.069720930950272 11.28213506934441
158 6.358013096781781 9.365245401666376
159 -1.959089487856969 -4.19809984813974
160 2.831794052748751 4.158597324796633
161 -1.863871424427301 -2.62514274681806
162 5.199518003022713 6.366840960378999
163 -1.846624721519533 -2.852064618620068
164 0.1559836274393332 -2.174598805595974
165 4.957198372227886 7.071438435254602
166 -2.103456741536339 -2.700060244870444
167 -0.6542131662696078 -1.171151422855133
168 1.933871499292982 2.637702054492791
169 -0.7748333587904348 0.1739173052308418
170 0.3778750787573565 1.80032089154834
171 6.994345618563076 11.62210122727523
172 2.801931103243387 5.399020537715058
173 10.55051615848365 17.299069385816
174 4.114987942748643 6.597603396923122
175 9.976282611717838 15.5142814689288
176 -6.940597328771261 -11.20817767255826
177 1.07244320372825 1.626455527036039
178 2.111739524363078 2.273351032668842
179 9.276304020331082 12.12635361277329
180 3.661302185537869 5.555232741514311
181 1.205484153345881 1.440886353412196
182 2.318531515076462 5.422142036755879
183 3.989017852724851 6.198204456109376
184 -5.591154908983034 -8.845010444738829
185 -2.129519517759197 -3.965959676872844
186 0.7009179909835642 0.3702528319664955
187 4.084160048653528 4.549223819679077
188 -2.972613689797215 -4.120329349273431
189 -3.247398027684359 -5.058692672184868
190 -7.061273619943898 -9.833445348635371
191 -1.651357174409954 -2.902779915411993
192 5.29803721846638 8.045419318300786
193 -7.918568410455769 -13.06000406045671
194 -5.369445349979647 -7.8212347358808
195 -5.150949813094588 -8.085786949787392
196 1.528811794727568 2.252224757429049
197 -5.160277779169763 -8.210669319544786
198 -3.607437043256668 -5.794579511118046
199 0.7765201988956455 -0.3201543594411734
200 3.167279094485151 6.762463297612414
201 -6.78804381526469 -10.55109800627878
202 -8.355105845383719 -12.57357347301844
203 0.8280348462215437 1.260945585837476
204 7.261708667483125 10.27813490779693
205 -2.087794313691177 -4.142285380127368
206 9.876116427228078 15.64926754662166
207 -6.476575223330108 -10.61820358480429
208 -6.423795830581581 -9.382318374905344
209 -1.703843483797364 -1.588840626553805
210 4.79867712531418 7.595846707475668
211 0.1256054893534434 0.9154238875067281
212 -2.43557732479199 -1.229003237284924
213 -19.21293946042957 -29.47462470897972
214 -7.34677024867607 -12.504767083499
215 6.239354053408911 9.043356630796371
216 -5.982754220965146 -8.910054299548049
217 3.441245452639329 4.236676335572314
218 5.341069567209452 8.475182435061674
219 -0.2325521831115824 -0.09626923303266173
220 -0.137801106493662 -0.3684735377582636
221 1.965632900102509 3.452983444385709
222 -2.173985132465364 -5.098520283824334
223 5.795590732668506 9.666259406431058
224 1.459768360950954 1.006289612378229
225 3.571007674005247 5.097233494585415
226 2.265358400863403 3.986687450815965
227 5.47857247981231 9.119323372953582
228 1.456620398123734 1.149681364021821
229 1.580980481089233 1.84720029775979
230 1.186191845007278 3.260269134728477
231 7.01895589514172 12.42515118979884
232 1.419689854316784 1.882466819329888
233 -2.825777140969219 -4.07977415625727
234 -2.096287049720367 -5.326878065708567
235 -1.196325376482595 -1.601561653917662
236 3.153204562893932 2.977812853861561
237 -2.973601382837511 -3.303356562392713
238 -3.700325135389048 -3.492682846337814
239 -0.3475372378177669 0.139477139230578
240 5.984890572979985 9.027927104590798
241 3.466629129173836 5.882380304076834
242 -0.8922755099999022 -1.460050177374695
243 5.014886130425992 9.122871724127512
244 -7.172057819453246 -11.203843901106
245 1.908448034637688 3.267070880222499
246 -4.223557663415121 -5.506028608165277
247 -0.2579831265678777 -0.6384469023406756
248 6.185223945070986 9.834212532931369
249 1.173144201245133 2.309529234911584
250 6.792971062977423 8.493926631333894
251 -1.83376339164292 -2.565309749741282
252 -0.3983266443503578 0.7776778405328986
253 -8.001451306463666 -10.65692376921206
254 -1.238159918333205 -3.144329703076536
255 -0.6575905228611671 -0.386690882787395
256 -6.085151989488579 -9.377326239759284
257 -0.112148536341366 -0.5023028119974311
258 0.6050374699239891 1.090413407691837
259 2.993623117284201 3.752392310699916
260 -1.116637542587398 -0.8463485632273356
261 -7.742510852986499 -12.66523660086273
262 -0.5685680400970258 -0.5130884687717514
263 3.743874748840426 7.189566635682887
264 -8.32576716753781 -13.56054877576352
265 -1.47912908302592 -0.1666982744015102
266 -11.8526407956056 -17.43388104892036
267 -2.804341936688445 -4.332499682156571
268 1.572904594837387 2.884227404163275
269 1.41605926618913 0.9655022700826851
270 -2.569296563869178 -2.171705100753972
271 1.749149980003 1.898442450055015
272 -0.1469005724579029 -0.5740838467176137
273 -1.659127381021309 -4.581576700823674
274 -2.714751228337309 -3.816773749797594
275 -6.001964448942997 -9.209005839785499
276 0.8762432338751727 1.934127817631564
277 7.352438330774212 10.55221283255991
278 -7.683987118986916 -10.23242381892938
279 5.502509064182077 8.588361108923625
