1.221624e-02 1.152281e-02 2.957137e-03 2.957127e-03
1.188408e-02 1.281958e-02 -4.372814e-04 -4.374108e-04
1.207437e-02 1.337599e-02 6.750767e-04 6.750503e-04
1.389163e-02 1.205719e-02 6.155239e-04 6.156729e-04
1.211899e-02 1.491607e-02 3.276241e-05 3.269428e-05
1.614278e-02 1.172843e-02 -8.950515e-04 -8.950644e-04
1.059264e-02 1.910584e-02 -3.384876e-03 -3.384957e-03
1.531630e-02 1.569336e-02 2.053569e-03 2.053605e-03
1.784396e-02 1.464502e-02 -1.025793e-04 -1.027142e-04
1.793306e-02 1.617314e-02 9.284175e-04 9.280348e-04
1.823258e-02 1.655873e-02 1.830871e-03 1.830887e-03
1.810912e-02 1.681374e-02 -4.735946e-04 -4.731660e-04
1.845698e-02 2.322429e-02 -3.552414e-03 -3.552028e-03
1.959088e-02 1.861571e-02 2.540783e-03 2.540976e-03
1.975997e-02 2.143242e-02 2.090304e-03 2.090176e-03
2.293196e-02 1.843857e-02 2.747865e-03 2.747885e-03
2.167216e-02 2.281164e-02 -1.949653e-03 -1.949729e-03
2.201332e-02 2.239626e-02 2.182519e-03 2.182549e-03
1.768198e-02 2.817825e-02 4.790601e-03 4.790510e-03
2.594205e-02 2.653814e-02 -2.001198e-03 -2.001228e-03
2.271398e-02 2.814941e-02 8.409190e-03 8.409075e-03
3.122207e-02 2.499060e-02 -2.319037e-03 -2.318803e-03
2.751196e-02 3.307410e-02 1.546688e-03 1.546487e-03
2.266042e-02 3.401505e-02 -1.375491e-03 -1.375420e-03
2.971617e-02 2.972224e-02 3.968037e-03 3.968332e-03
2.935410e-02 2.842321e-02 -3.404725e-03 -3.404765e-03
2.983915e-02 3.137368e-02 -4.561223e-03 -4.561123e-03
3.239767e-02 3.157257e-02 3.127767e-03 3.127924e-03
3.216128e-02 2.975803e-02 2.373704e-03 2.373649e-03
2.969573e-02 3.192296e-02 1.930558e-03 1.930530e-03
3.166244e-02 3.100954e-02 2.275857e-03 2.275741e-03
3.476573e-02 3.492110e-02 7.749765e-04 7.748371e-04
3.386154e-02 3.501565e-02 -2.157616e-03 -2.157621e-03
2.983995e-02 3.596285e-02 4.043786e-03 4.043696e-03
3.542642e-02 3.525944e-02 3.017368e-03 3.017454e-03
3.701490e-02 3.046259e-02 1.353271e-03 1.353433e-03
3.824960e-02 3.248496e-02 -2.343882e-03 -2.343761e-03
3.859793e-02 3.647693e-02 3.563605e-04 3.565681e-04
4.034738e-02 3.253326e-02 2.105366e-03 2.105226e-03
3.358029e-02 4.255497e-02 1.119549e-03 1.119506e-03
3.357789e-02 4.370009e-02 7.984126e-04 7.982428e-04
3.171357e-02 3.658091e-02 -1.887871e-03 -1.888100e-03
4.262705e-02 3.301583e-02 1.226168e-04 1.226416e-04
4.733774e-02 2.927173e-02 8.520379e-04 8.521061e-04
4.199408e-02 4.049854e-02 -1.758187e-04 -1.758512e-04
3.960345e-02 4.354456e-02 3.642650e-03 3.642685e-03
3.529451e-02 3.560199e-02 1.601355e-03 1.601393e-03
3.533469e-02 4.292156e-02 3.681647e-03 3.681773e-03
4.192765e-02 3.971326e-02 2.333487e-03 2.333692e-03
4.613085e-02 3.417874e-02 -4.212077e-03 -4.211991e-03
4.924450e-02 4.381592e-02 2.641186e-03 2.641200e-03
5.631222e-02 3.290136e-02 -1.557743e-03 -1.558186e-03
3.903373e-02 4.185367e-02 4.538464e-03 4.538328e-03
3.520554e-02 4.272412e-02 -1.385754e-03 -1.385708e-03
4.189513e-02 4.448872e-02 -3.082046e-03 -3.081967e-03
3.964268e-02 4.453468e-02 4.107117e-04 4.103701e-04
4.400207e-02 4.148419e-02 2.306026e-03 2.305988e-03
4.248145e-02 4.509201e-02 -3.103642e-03 -3.103278e-03
4.362328e-02 3.985967e-02 -1.860514e-03 -1.860246e-03
4.517904e-02 3.360658e-02 -9.031278e-04 -9.033179e-04
4.481123e-02 2.899732e-02 2.368178e-04 2.366796e-04
4.003604e-02 4.350873e-02 4.715041e-04 4.716984e-04
4.499101e-02 4.095927e-02 2.104083e-04 2.104387e-04
3.549452e-02 4.385197e-02 -8.194892e-06 -8.425191e-06
4.019507e-02 4.191123e-02 -3.828357e-04 -3.828677e-04
3.074306e-02 4.199206e-02 -1.785870e-03 -1.785959e-03
3.573409e-02 4.366142e-02 2.219503e-03 2.219380e-03
4.138289e-02 3.754025e-02 -1.016409e-03 -1.016514e-03
4.605932e-02 3.803194e-02 -1.093099e-03 -1.093294e-03
3.974624e-02 4.177295e-02 2.560107e-03 2.559874e-03
4.263119e-02 4.042539e-02 -3.702778e-03 -3.702525e-03
4.295937e-02 4.145294e-02 1.234856e-03 1.234730e-03
3.830651e-02 3.794680e-02 3.643249e-03 3.643086e-03
3.790035e-02 4.097820e-02 3.601968e-03 3.602017e-03
3.618692e-02 4.520321e-02 -2.119589e-03 -2.119718e-03
3.761856e-02 4.089355e-02 -1.559621e-03 -1.559566e-03
4.027060e-02 3.120934e-02 -4.199374e-03 -4.199533e-03
4.095053e-02 3.762485e-02 2.955560e-03 2.955911e-03
4.287277e-02 3.901997e-02 -2.931808e-03 -2.931621e-03
3.365298e-02 4.384029e-02 1.314334e-03 1.314180e-03
4.906237e-02 3.245397e-02 -2.583212e-03 -2.583302e-03
4.017681e-02 4.701627e-02 6.862936e-05 6.864800e-05
4.179274e-02 3.745854e-02 -3.150963e-03 -3.150508e-03
4.022942e-02 4.288722e-02 8.852164e-04 8.851946e-04
3.863841e-02 4.315724e-02 -1.076374e-03 -1.076332e-03
4.066976e-02 3.540600e-02 5.074763e-03 5.074652e-03
3.950499e-02 4.239752e-02 2.190920e-03 2.190524e-03
