1.1782795061726038e-05 5.40656111587731e-07
2.45910042178726e-07 1.3284838249630543e-06
-5.956030902210148e-08 1.7819284660914346e-06
-3.446138939072925e-07 2.3300334820382557e-06
-1.4368186838357998e-07 2.8285216386624522e-06
9.664234842701303e-07 3.3647048381555903e-06
-3.2154911099977963e-07 3.8177813624530695e-06
-2.7010817167698146e-07 4.247843539465362e-06
-2.2085951490480837e-07 4.365990864282588e-06
9.527173008534208e-08 5.147950534345165e-06
-4.816738088876238e-07 5.317973336576495e-06
-2.868332542384569e-07 5.6763392523404546e-06
-5.38107199999872e-07 5.8522377331918505e-06
-7.265047144009145e-07 6.3433507794447825e-06
-7.253571458578321e-07 6.926636550316343e-06
-4.495187579387546e-07 7.374610488812323e-06
5.692435521146427e-07 7.681894760783574e-06
8.625137559002856e-07 7.630765337440492e-06
4.7397692977927014e-07 7.822435333059563e-06
-2.273062131081475e-07 8.115618282507052e-06
7.366776448354366e-07 8.6700355692913e-06
1.1074204483175165e-06 8.825771637158898e-06
8.174364839571256e-07 9.023271272328448e-06
3.8446195647952837e-07 9.109912705027938e-06
-1.6231333704267575e-07 9.067071480852851e-06
-9.688728415914276e-08 9.280814435866891e-06
-6.83431938619727e-07 9.067892811059324e-06
-5.395147642373206e-08 8.912672966688311e-06
-6.981652263484631e-07 9.050796041267749e-06
4.98464186724631e-07 9.073666204380222e-06
1.7530665477195026e-07 8.986076808034584e-06
-3.79000313393248e-07 8.827830794556755e-06
6.371318428434469e-09 8.772088662207726e-06
-1.1937997478695185e-07 9.27655179106063e-06
5.1287257019682134e-08 9.647099062778069e-06
-2.2724204654968327e-08 9.977686946491931e-06
6.520490946639642e-07 9.98203902427638e-06
5.710871201116893e-07 9.797628605069128e-06
3.705777708864176e-07 1.054052567557928e-05
1.2145538836914968e-06 1.0456039184816295e-05
5.720935500515625e-07 1.0729866953467407e-05
-4.970616068420211e-08 1.0088529557633222e-05
-5.583940807636287e-07 9.981042784271958e-06
-5.317131645253547e-07 1.0083298903642946e-05
2.3823204769652697e-07 1.0345101192238359e-05
2.611015204365304e-07 1.036417841598098e-05
-1.4913875448765643e-08 1.0249943736294878e-05
5.1550413208093646e-08 1.0379543830964221e-05
-4.91990760177587e-07 1.0687596730086066e-05
4.127775113434238e-07 1.0392275028170058e-05
7.421674059538125e-07 1.016243990041468e-05
-4.2629072528976507e-07 1.0357294322078708e-05
-1.7725538176930657e-07 1.0659532884772146e-05
-1.8765208366817305e-07 1.0870692959802559e-05
-5.676740162850226e-07 1.1136980928573576e-05
1.142688592563508e-07 1.1782452681064097e-05
-4.1907077515854727e-07 1.1770898816793406e-05
-1.1318495885946893e-06 1.1521040918296389e-05
-4.885947757378093e-07 1.196977235896004e-05
-1.2557994464373977e-06 1.2179928908406186e-05
-8.888143667837995e-07 1.2684569056512667e-05
-1.6066286063048247e-06 1.234730419308115e-05
-1.8740572373008614e-06 1.2724666736005169e-05
-1.9358037837898316e-06 1.263266078116856e-05
-1.19254842634876e-06 1.2995439513177907e-05
-1.593087149514283e-06 1.332868396507582e-05
-1.5002656870516472e-06 1.2479313105884627e-05
-1.2249638910279918e-06 1.248928260803222e-05
-5.783173813758442e-07 1.2417389941960408e-05
2.3785583819067e-07 1.2073182362418809e-05
-7.663432298497634e-07 1.2152270155852199e-05
-1.7304383077771864e-07 1.2457536533276469e-05
-6.788741349801793e-07 1.2644082562395202e-05
-5.985604925996986e-07 1.2566642231547543e-05
-2.680502615896342e-07 1.3206322861237594e-05
-2.6374593786610177e-07 1.3228896147398282e-05
1.974573804638599e-07 1.3327478242632814e-05
2.547735021703537e-08 1.3358710605483103e-05
-3.6265185073042565e-07 1.3265397878938209e-05
-6.875088814731548e-08 1.3912602639338033e-05
-6.086269787698023e-08 1.3674436717016625e-05
-3.403949037810751e-07 1.3825428088668359e-05
-3.5731101514979364e-07 1.3885418458179774e-05
-5.4049811131036063e-08 1.3871572219169233e-05
-5.226424922777622e-07 1.4391608349390453e-05
9.015268885976223e-08 1.3964429075593802e-05
2.9555352310771388e-08 1.3602818716673586e-05
-9.509662650292703e-08 1.3491044626286743e-05
1.2997527046738553e-07 1.3034723335930843e-05
-5.460834499659405e-07 1.3208446437425857e-05
-2.942241836454817e-07 1.3330199378696593e-05
-7.667967338743399e-07 1.3374178548245875e-05
-4.968851478097304e-07 1.3247760832504136e-05
-9.188192057653886e-07 1.2856452103210326e-05
-1.545198434851104e-06 1.2966442471419338e-05
-6.261701875247879e-07 1.3979808386711592e-05
-1.3902568018198808e-06 1.2972737387763995e-05
-1.287124467694847e-06 1.3443049479633234e-05
-1.0963338739159583e-06 1.319270205489588e-05
-7.291628331677121e-07 1.3377145506648303e-05
